province_norm,harvest_year,ndvi_auc,ndvi_max,ndvi_mean,evi_max,evi_mean
NEVSEHIR,2009,86.9750262992416,0.4552844942014966,0.2870462914166395,0.3466377459150819,0.1893194365494873
NEVSEHIR,2010,82.4329347168805,0.4450994901808951,0.2720558901547208,0.3311070772732417,0.1827021757906103
NEVSEHIR,2011,99.98300659736746,0.49049606623685316,0.3299769194632596,0.3616269390632682,0.2160193228395386
NEVSEHIR,2012,69.35612306727724,0.3942689765078683,0.2281451416686751,0.2874281390148697,0.1549065054385555
NEVSEHIR,2013,89.8777849517884,0.45986118530494,0.2966263529761986,0.3357152890842908,0.1956539660292363
NEVSEHIR,2014,68.69925001891009,0.3778121890185842,0.2267301980822112,0.2817504319537097,0.1531165327406349
NEVSEHIR,2015,97.51671182043748,0.5045072355951519,0.3218373327407178,0.3717603605971239,0.2102202536827933
NEVSEHIR,2016,75.16416608219409,0.43397162918268,0.24725054632300636,0.3356248543350857,0.1673504124619608
NEVSEHIR,2017,72.1256977605598,0.4402372259593121,0.23803860647049432,0.3421991658034284,0.1712664083505996
NEVSEHIR,2018,83.5966871536524,0.5021945301735935,0.2758966572727804,0.3959179148135444,0.1892247354373139
NEVSEHIR,2019,86.42447439635518,0.4584820306436695,0.2852292884368155,0.3441738762096802,0.1934111825281673
NEVSEHIR,2020,78.49359910364453,0.4547294953963402,0.258202628630409,0.3616892488194302,0.181951021296428
NEVSEHIR,2021,74.22890303279983,0.4634325507969296,0.2449798779960389,0.362503419431546,0.1725252710456642
NEVSEHIR,2022,80.21458419274302,0.437300190116626,0.2647346012961818,0.3208431479194658,0.1778229331245924
NEVSEHIR,2023,86.78141032425576,0.5208640975032004,0.2864072947995237,0.4077847381667295,0.1936837688862364
NEVSEHIR,2024,89.21057654869757,0.5099763635963307,0.2934558439101896,0.3910904127067043,0.1958408594338867
NIGDE,2005,80.59069239727874,0.4655543274634315,0.2659758824992695,0.3752828233047455,0.1883214624491271
NIGDE,2006,89.51211171559505,0.4996084659502121,0.2954195106125248,0.4050076515140208,0.211889484323603
NIGDE,2007,80.83508594615536,0.4855921654722286,0.2667824618684996,0.39811290348715245,0.186827040009141
